word,voc_easy
render,"<div>Render is a synonym of make––technically it means ""cause to become."" An illness might render you unable to walk, or a shocking site might render you speechless.</div>"
rendering,"<div>Anything that's been interpreted in an artistic form is a rendering — a song, a drawing, a theatrical performance.</div>"
rendezvous,"<div>Rendezvous is a very French way to say ""meeting"" or ""date."" So go ahead and call your next dentist appointment or lunch date with friends a rendezvous.</div>"
rendition,"<div>A rendition is an interpretation, performance, or translation. Whitney Houston's rendition of the Star Spangled Banner is still used at games today; Roseanne Barr's is not.</div>"
renegade,"<div>A renegade is a person who has deserted their cause or defied convention; they're rebels and sometimes outlaws, or even traitors.</div>"
renege,<div>To renege is to go back on your word or fail to keep a promise.</div>
renew,"<div>If you make something like new, you renew it. When you catch up with an old friend you haven't seen in a long time, you renew your friendship.</div>"
renewable,<div>Anything renewable can be replaced or has an endless supply. Renewable sources of energy don't run out.</div>
renounce,"<div>To renounce is to officially give up or turn away from. People on a diet usually renounce pizza and chocolate cake, for example.</div>"
renovate,"<div>To renovate means to renew or rebuild so that something is in good condition. When you move into an old house, you will probably want to renovate the kitchen and bathrooms.</div>"
renovation,"<div>Renovation is the act of renewing or restoring something. If your kitchen is undergoing a renovation, there’s probably plaster and paint all over the place and you should probably get take-out.</div>"
renown,"<div>Renown is fame and acclaim — the kind of celebrity that most people only dream about. Renown is not only about celebrity, though; it also means being highly respected in one's field.</div>"
renowned,"<div>Celebrated, gushed over, and even legendary, something that's renowned is really famous. If you not only find a cure for cancer, but you also go on lots of talk shows so everyone knows who you are, then you'll be a renowned scientist.</div>"
rent,"<div>To rent something is to pay money to use it, live in it, or borrow it. If you're not sure which musical instrument you'll stick with and enjoy playing, it's best to rent a few to try out before buying.</div>"
renunciation,"<div>If you reject something or disown it, you can call this renunciation. Sorry, your renunciation of your membership in the American Association of Retired People will not make you any younger.</div>"
reorganization,<div>The process of arranging or setting something in order in a new way is reorganization. The reorganization of your bookshelves will make it easier to find a book that you're searching for.</div>
reorganize,"<div>When you change the way something is structured or arranged, you reorganize it. If you can never find two matching socks when you get dressed in the morning, you might want to reorganize your sock drawer.</div>"
reorient,"<div>When you get lost, you can reorient yourself with a compass. Reorient can also be used figuratively. You got off track with your college plans, but now you have reoriented yourself, and you are applying for the fall semester.</div>"
